Hostname,Last Seen,First Seen,Platform,OS Version,OS Build,OS Product Name,Kernel Version,Model,Manufacturer,Type,Chassis,OU,Site,Prevention Policy,Response Policy,Sensor Update Policy,USB Device Policy,Host ID,Local IP,Connection IP,Default Gateway IP,External IP,Domain,MAC Address,Connection MAC Address,Status,CPUID,Serial Number,Sensor Version,Sensor Tags,Cloud Service Provider,Cloud Service Account ID,Cloud Service Instance ID,Cloud Service Zone/Group,RFM,Deployment Type,Email,Pod ID,Pod Name,Pod Namespace,Pod Labels,Pod Annotations,Pod IP4,Pod IP6,Pod Hostname,Pod Host IP4,Pod Host IP6,Pod Service Account Name,Host Groups
5420-3HB5BK3,2023-05-02T17:13:25Z,2022-03-02T18:23:02Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 23:11 UTC","Full Response - Base
02 Mar 22 18:30 UTC","Windows Workstations N-1
29 Mar 23 13:51 UTC","Monitor - TCB - Base
13 Apr 23 21:04 UTC",acfbb03926514c8f83641bfdf42756c4,10.128.74.46,10.128.74.46,10.128.252.1,63.98.103.66,tcbna.net,a0-29-19-c2-f2-41,a0-29-19-c2-f2-41,normal,526017,3HB5BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-20W4SQ3,2023-05-02T17:23:03Z,2022-08-03T02:27:43Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RT,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
03 Aug 22 02:35 UTC","Windows Workstations N-1
29 Mar 23 13:45 UTC","Monitor - TCB - Base
03 Aug 22 02:35 UTC",4b50f269c9524fadb863c365e11d2881,10.136.190.55,10.136.190.55,192.168.1.254,63.98.103.65,tcbna.net,cc-96-e5-97-b0-2c,cc-96-e5-97-b0-2c,normal,526017,20W4SQ3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-GLJWBK3,2023-05-02T17:35:25Z,2022-01-03T17:51:49Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
03 Jan 22 17:52 UTC","Windows Workstations N-1
29 Mar 23 02:15 UTC","Monitor - TCB - Base
13 Apr 23 14:09 UTC",4679445b99f34f369efa9feb0fa2ac9c,10.132.172.56,10.132.172.56,10.132.172.1,63.98.103.65,tcbna.net,a0-29-19-c5-09-85,a0-29-19-c5-09-85,normal,526017,GLJWBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
3561-JC5FRG3,2023-05-02T17:32:49Z,2022-04-26T16:31:02Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Precision 3561,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:33 UTC","Full Response - Base
26 Apr 22 16:38 UTC","Windows Workstations N-1
29 Mar 23 13:02 UTC","Monitor - TCB - Base
27 Apr 23 06:21 UTC",646f42cca17c4bb59be97c9c2dd6f58f,10.177.129.112,192.168.1.107,192.168.1.254,23.119.205.98,tcbna.net,00-05-9a-3c-7a-00,70-a6-cc-fb-0e-50,normal,526033,JC5FRG3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-7RJSBK3,2023-05-02T17:29:36Z,2022-02-22T17:34:47Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:16 UTC","Full Response - Base
22 Feb 22 17:43 UTC","Windows Workstations N-1
29 Mar 23 13:52 UTC","Monitor - TCB - Base
23 Feb 22 19:07 UTC",a3f93b0ffeb74a63a4a6f5c4e418da5d,10.10.42.128,10.10.42.128,10.10.42.1,63.98.103.73,tcbna.net,a0-29-19-c3-86-b3,a0-29-19-c3-86-b3,normal,526017,7RJSBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-1GL6BK3,2023-05-02T17:10:27Z,2022-03-11T15:45:47Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RT,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:25 UTC","Full Response - Base
11 Mar 22 15:55 UTC","Windows Workstations N-1
29 Mar 23 12:14 UTC","Monitor - TCB - Base
11 Mar 22 15:55 UTC",29bf38308f9240ff8e96803ad206805b,10.177.129.54,192.168.1.204,192.168.1.254,63.98.103.65,tcbna.net,00-05-9a-3c-7a-00,f4-26-79-fe-80-b7,normal,526017,1GL6BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-JZWVBK3,2023-05-02T17:32:32Z,2022-02-09T18:31:13Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,HP,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
09 Feb 22 18:32 UTC","Windows Workstations N-1
29 Mar 23 13:59 UTC","Monitor - TCB - Base
13 Apr 23 16:12 UTC",69d8cf10d59347f68d3fd44652d2139e,10.10.130.27,10.10.130.27,10.10.130.1,63.98.103.76,tcbna.net,a0-29-19-c1-df-03,a0-29-19-c1-df-03,normal,526017,JZWVBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-83VZFK3,2023-05-02T15:57:21Z,2023-01-12T05:12:30Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
12 Jan 23 05:19 UTC","Windows Workstations N-1
29 Mar 23 12:05 UTC","Monitor - TCB - Base
29 Mar 23 00:48 UTC",bb4a86372e86489898facc2e535a5752,10.177.131.66,10.177.131.66,192.168.1.254,45.31.118.87,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,83VZFK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-5X8F9K3,2023-05-02T17:27:46Z,2022-11-21T16:24:41Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:17 UTC","Full Response - Base
21 Nov 22 16:32 UTC","Windows Workstations N-1
29 Mar 23 13:36 UTC","Monitor - TCB - Base
21 Nov 22 16:32 UTC",c81769b57b9e4a5c923326ca5b5b31ec,10.136.192.21,10.136.192.21,10.136.192.1,63.98.103.65,tcbna.net,a0-29-19-c3-91-38,a0-29-19-c3-91-38,normal,526017,5X8F9K3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-C0C6SQ3,2023-05-02T17:09:47Z,2022-08-24T02:43:36Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
24 Aug 22 02:51 UTC","Windows Workstations N-1
29 Mar 23 03:08 UTC","Monitor - TCB - Base
24 Aug 22 02:51 UTC",a7dad8d9581b4f849d4d844590ffce64,10.128.72.32,10.128.72.32,10.132.170.1,63.98.103.66,tcbna.net,cc-96-e5-9b-68-33,cc-96-e5-9b-68-33,normal,526017,C0C6SQ3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-4TWWBK3,2023-05-02T17:10:13Z,2022-01-18T19:55:32Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
18 Jan 22 20:03 UTC","Windows Workstations N-1
29 Mar 23 02:45 UTC","Monitor - TCB - Base
13 Apr 23 21:26 UTC",05ab5ac951214bbd94d71eb764ba1ee1,10.177.130.86,10.177.130.86,192.168.4.1,63.98.103.65,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,4TWWBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-C1W5BK3,2023-05-02T16:59:20Z,2022-02-15T23:53:09Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:25 UTC","Full Response - Base
15 Feb 22 23:54 UTC","Windows Workstations N-1
29 Mar 23 14:07 UTC","Monitor - TCB - Base
19 Sep 22 10:25 UTC",25633a04eb064c129a5873bb24970b15,10.128.76.57,10.128.76.57,10.128.252.1,70.123.111.180,tcbna.net,a0-29-19-c5-05-b8,a0-29-19-c5-05-b8,normal,526017,C1W5BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-8J8Q3M3,2023-05-02T17:14:52Z,2023-01-31T17:02:07Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RT,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:32 UTC","Full Response - Base
31 Jan 23 17:11 UTC","Windows Workstations N-1
29 Mar 23 13:44 UTC","Monitor - TCB - Base
31 Jan 23 17:11 UTC",b4ca188822b647ed8fd2fecd4e8d0a34,10.136.192.22,10.136.192.22,10.132.244.1,47.186.123.40,tcbna.net,a0-29-19-e8-a3-87,a0-29-19-e8-a3-87,normal,526017,8J8Q3M3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-8BFVBK3,2023-05-02T17:22:10Z,2022-02-27T20:07:41Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
27 Feb 22 20:17 UTC","Windows Workstations N-1
29 Mar 23 13:16 UTC","Monitor - TCB - Base
13 Apr 23 13:03 UTC",6860af7798e046b79870381ce1ced513,10.10.142.55,10.10.142.55,10.10.142.1,63.98.103.64,tcbna.net,a0-29-19-c5-01-bd,a0-29-19-c5-01-bd,normal,526017,8BFVBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5560-8QFW6M3,2023-05-02T17:11:02Z,2022-06-23T02:21:44Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Precision 5560,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:30 UTC","Full Response - Base
23 Jun 22 02:31 UTC","Windows Workstations N-1
29 Mar 23 14:46 UTC","Monitor - TCB - Base
28 Mar 23 15:27 UTC",2e249c2166fa4a83ac88ae087b14deb7,10.10.194.201,10.177.130.83,192.168.254.254,47.184.206.5,tcbna.net,a0-29-19-ff-52-a7,00-05-9a-3c-7a-00,normal,526033,8QFW6M3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-3TPQ5D3,2023-05-02T17:08:03Z,2021-09-27T21:20:38Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
30 Nov 21 13:39 UTC","Windows Workstations N-1
29 Mar 23 11:45 UTC","Monitor - TCB - Base
27 Apr 23 12:00 UTC",782de481e458428d9cf3e223ba7392ff,10.128.80.15,10.128.80.15,10.128.248.1,63.98.103.65,tcbna.net,38-14-28-d4-f9-e7,38-14-28-d4-f9-e7,normal,526017,3TPQ5D3,6.52.16606.0,"FalconGroupingTags/DellTesting, FalconGroupingTags/DellTestingPrevent",,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-JXXD9K3,2023-05-02T17:23:26Z,2022-02-08T22:10:56Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
08 Feb 22 22:12 UTC","Windows Workstations N-1
29 Mar 23 13:32 UTC","Monitor - TCB - Base
13 Apr 23 16:42 UTC",6cdbb2b1c2934f7297efec6221f59578,10.128.252.59,10.128.252.59,10.128.252.1,63.98.103.66,tcbna.net,f4-26-79-fd-d3-9c,f4-26-79-fd-d3-9c,normal,526017,JXXD9K3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-GC15SQ3,2023-05-02T17:32:43Z,2022-08-26T23:37:22Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:28 UTC","Full Response - Base
26 Aug 22 23:45 UTC","Windows Workstations N-1
29 Mar 23 03:34 UTC","Monitor - TCB - Base
29 Mar 23 00:19 UTC",ee49e84a9f09492984fa6d8b5c69c572,10.161.130.138,10.161.130.138,10.132.244.1,199.21.227.163,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,GC15SQ3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-J8LQ1J3,2023-05-02T17:17:25Z,2021-12-15T18:28:39Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:30 UTC","Full Response - Base
15 Dec 21 18:51 UTC","Windows Workstations N-1
29 Mar 23 03:33 UTC","Monitor - TCB - Base
13 Apr 23 13:51 UTC",85da4831f9484fa6a9f6a75b007e36cc,10.128.180.84,10.128.180.84,192.168.1.254,63.98.103.66,tcbna.net,38-14-28-fc-25-43,38-14-28-fc-25-43,normal,526017,J8LQ1J3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-6VKVBK3,2023-05-02T17:32:38Z,2022-02-10T23:49:44Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,SM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
10 Feb 22 23:52 UTC","Windows Workstations N-1
29 Mar 23 13:24 UTC","Monitor - TCB - Base
28 Mar 23 19:18 UTC",1ac8ef1baea04ecba35ea10636a7d202,10.10.42.140,10.10.42.140,10.10.42.1,63.98.103.73,tcbna.net,a0-29-19-48-a0-99,a0-29-19-48-a0-99,normal,526017,6VKVBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-G0KL3M3,2023-05-02T17:30:34Z,2023-03-13T21:46:08Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:19 UTC","Full Response - Base
13 Mar 23 21:55 UTC","Windows Workstations N-1
29 Mar 23 12:54 UTC","Monitor - TCB - Base
13 Apr 23 15:24 UTC",6c9c8c78385f4b20a67e3db9d6384c3d,10.132.132.43,10.132.132.43,10.132.132.1,63.98.103.65,tcbna.net,a0-29-19-ea-7e-41,a0-29-19-ea-7e-41,normal,526017,G0KL3M3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-FSXD9K3,2023-05-02T16:59:24Z,2022-06-30T02:29:01Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:32 UTC","Full Response - Base
30 Jun 22 02:35 UTC","Windows Workstations N-1
29 Mar 23 13:23 UTC","Monitor - TCB - Base
30 Jun 22 02:35 UTC",603b39320f2a4c31893f8f3cbbf727b6,10.10.194.224,10.10.194.224,10.10.194.1,63.98.103.64,tcbna.net,a0-29-19-c4-a2-76,a0-29-19-c4-a2-76,normal,526017,FSXD9K3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5430-H7XWPN3,2023-05-02T17:24:55Z,2022-10-26T02:46:53Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5430,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 21:45 UTC","Full Response - Base
26 Oct 22 02:55 UTC","Windows Workstations N-1
29 Mar 23 01:32 UTC","Monitor - TCB - Base
26 Oct 22 02:55 UTC",62f7475ab8504b2f84b76c755699555f,10.132.244.150,10.177.131.115,192.168.11.1,66.90.166.182,tcbna.net,8c-f8-c5-a2-e4-32,00-05-9a-3c-7a-00,normal,591524,H7XWPN3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-7KRD9K3,2023-05-02T17:28:24Z,2022-02-17T21:31:13Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
17 Feb 22 21:33 UTC","Windows Workstations N-1
29 Mar 23 12:33 UTC","Monitor - TCB - Base
17 Feb 22 22:04 UTC",1daadca5a1e44bcb82293e9034faf7bf,10.132.244.63,10.132.244.63,10.132.244.1,63.98.103.65,tcbna.net,f4-26-79-fd-95-21,f4-26-79-fd-95-21,normal,526017,7KRD9K3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5560-6MXTGK3,2023-05-02T17:21:38Z,2021-12-13T18:15:52Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Precision 5560,Dell Inc.,Workstation,Laptop,"Bravo, Workstations",RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
13 Dec 21 18:17 UTC","Windows Workstations N-1
29 Mar 23 02:44 UTC","Monitor - TCB - Base
15 Mar 23 03:51 UTC",4d620c825f5c42dd8cbc38cb6c5757ea,10.0.0.41,10.0.0.41,10.0.0.1,96.40.57.111,tcbna.net,a0-29-19-b9-4e-15,a0-29-19-b9-4e-15,normal,526033,6MXTGK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-69DS5D3,2023-05-02T17:22:58Z,2022-07-30T05:25:01Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,HP,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:22 UTC","Full Response - Base
30 Jul 22 05:32 UTC","Windows Workstations N-1
29 Mar 23 13:08 UTC","Monitor - TCB - Base
13 Apr 23 16:42 UTC",d0052930829a40bdbf37aa574134e755,10.10.130.22,10.10.130.22,10.10.130.1,63.98.103.76,tcbna.net,38-14-28-d5-e0-80,38-14-28-d5-e0-80,normal,526017,69DS5D3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-3YKD9K3,2023-05-02T17:35:29Z,2022-07-29T19:44:13Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
29 Jul 22 19:51 UTC","Windows Workstations N-1
29 Mar 23 13:17 UTC","Monitor - TCB - Base
29 Jul 22 19:51 UTC",7bff5aae6e87484390ab76a2a315d1ec,10.177.130.81,192.168.1.83,192.168.1.1,63.98.103.66,tcbna.net,00-05-9a-3c-7a-00,f4-26-79-fd-95-71,normal,526017,3YKD9K3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-CHCL3M3,2023-05-02T17:11:09Z,2022-07-30T02:53:26Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,"RJVPN, Workstations",DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:16 UTC","Full Response - Base
30 Jul 22 03:02 UTC","Windows Workstations N-1
29 Mar 23 03:11 UTC","Monitor - TCB - Base
13 Apr 23 21:26 UTC",412616c0ad3e406da5ca59569c045e91,10.226.108.231,10.128.181.78,192.168.1.1,70.122.236.98,tcbna.net,a0-29-19-e4-dc-3f,a0-29-19-e4-dc-3f,normal,526017,CHCL3M3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
3561-GYL7LG3,2023-05-02T17:31:56Z,2022-07-20T16:23:54Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Precision 3561,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
20 Jul 22 16:30 UTC","Windows Workstations N-1
29 Mar 23 14:30 UTC","Monitor - TCB - Base
28 Mar 23 19:13 UTC",f031c02129494709a45d199355c03f52,10.132.120.63,10.177.130.105,10.132.244.1,107.218.124.253,tcbna.net,b4-45-06-2a-06-84,00-05-9a-3c-7a-00,normal,526033,GYL7LG3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
2042-A202,2023-05-02T17:04:39Z,2021-11-15T02:07:03Z,Windows,Windows Server 2012 R2,9600,Windows Server 2012 R2 Standard,6.3.9600.20778,VMware Virtual Platform,"VMware, Inc.",Domain Controller,Other,Domain Controllers,Default-First-Site-Name,"AIS Servers - Windows
17 Aug 22 21:00 UTC","platform_default
07 Jun 22 20:18 UTC","Windows Servers
24 Apr 23 18:56 UTC","platform_default
14 Apr 23 05:57 UTC",9866c01162e142e4a24035e758b2109c,192.168.1.52,192.168.1.52,192.168.1.1,12.147.40.139,automatedinstallment.com,00-50-56-82-7d-2b,00-50-56-82-7d-2b,normal,198384,VMware-56 4d fc c0 9d 06 97 77-b5 66 3c fa 56 b4 97 a6,6.52.16606.0,SensorGroupingTags/AIS/Windows/Server,,,,,no,,,,,,,,,,,,,,"Domain Controllers,Servers - Windows - AIS"
5420-1MVWBK3,2023-05-02T17:09:16Z,2022-02-10T19:48:35Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
01 May 23 12:43 UTC","Full Response - Base
10 Feb 22 19:50 UTC","Windows Workstations N-1
29 Mar 23 13:34 UTC","Monitor - TCB - Base
13 Apr 23 16:45 UTC",090bb42dc2e04f4eab2a562845759289,10.132.244.97,10.132.244.97,10.132.244.1,63.98.103.65,tcbna.net,d4-54-8b-61-fe-e0,d4-54-8b-61-fe-e0,normal,526017,1MVWBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5560-4HJSGK3,2023-05-02T17:06:52Z,2021-12-14T16:11:38Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Precision 5560,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
14 Dec 21 16:14 UTC","Windows Workstations N-1
29 Mar 23 13:00 UTC","Monitor - TCB - Base
13 Apr 23 21:14 UTC",303c46d54e8e4748a05e250f54d8c202,10.132.150.36,10.177.129.197,192.168.6.1,63.98.103.65,tcbna.net,a0-29-19-b9-4d-3d,00-05-9a-3c-7a-00,normal,526033,4HJSGK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-J3Y7BK3,2023-05-02T17:25:27Z,2022-03-16T17:01:31Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"Beta Group Prevention Policy Custom IOA
11 Apr 23 14:40 UTC","Full Response - Base
16 Mar 22 17:14 UTC","Test Sensor Update Policy
29 Mar 23 01:06 UTC","Monitor - TCB - Base
13 Apr 23 12:00 UTC",e50eeff8840245c3ad283ea992287c2d,10.177.130.72,10.177.130.72,192.168.254.254,63.98.103.65,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,J3Y7BK3,6.53.16705.0,,,,,,no,,,,,,,,,,,,,,"Beta Group,Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
